2003-07-24,05:58:33.0,48.96,7.79,10,2,unknown,BCSF,,,,,,05:58:33.0,48.96,7.79,10,2,05:58:33.0,48.95,7.85,5,2,05:58:33.0,48.92,7.9,5,2.5,2.0,2.5
2003-08-03,09:21:06.0,49.28,6.62,1,2.2,unknown,BCSF,,,,,,09:21:06.0,49.28,6.62,1,2.2,,,,,,09:21:05.0,49.36,6.74,1,2.2,1.7,2.2
2003-08-04,17:35:06.0,48.98,7.67,5,1.5,unknown,BCSF,,,,,,17:35:06.0,48.98,7.67,5,1.5,17:35:05.0,48.96,7.86,5,1.5,17:35:06.0,48.93,7.8,2,2.3,1.7,2.2
2003-11-24,20:32:35.0,49.28,6.86,1,2.1,unknown,BCSF,,,,,,20:32:35.0,49.28,6.86,1,2.1,,,,,,20:32:34.0,49.35,6.88,1,2.1,1.6,2.1
2003-12-20,16:30:20.0,48.59,6.74,5,1.5,unknown,BCSF,,,,,,16:30:20.0,48.59,6.74,5,1.5,,,,,,16:30:20.0,48.62,6.76,2,1.5,1.1,1.5
2004-05-30,06:46:58.0,49.29,6.67,5,1.9,unknown,BCSF,,,,,,06:46:58.0,49.29,6.67,5,1.9,,,,,,06:46:57.0,49.38,6.76,1,1.9,1.5,1.9
2004-05-31,09:09:06.0,49.26,6.83,1,2.3,unknown,BCSF,,,,,,09:09:06.0,49.26,6.83,1,2.3,,,,,,09:09:04.0,49.37,6.86,1,2.3,1.8,2.3
2004-06-02,12:27:41.0,49.25,6.87,1,2.6,unknown,BCSF,,,,,,12:27:41.0,49.25,6.87,1,2.6,,,,,,12:27:39.0,49.36,6.91,1,2.6,2.1,2.6
2004-06-04,23:06:35.0,49.29,6.89,1,2.3,unknown,BCSF,,,,,,23:06:35.0,49.29,6.89,1,2.3,,,,,,23:06:34.0,49.36,6.91,1,2.3,1.8,2.3
2004-06-11,06:36:15.0,49.33,6.68,1,2.6,unknown,BCSF,,,,,,06:36:15.0,49.33,6.68,1,2.6,,,,,,06:36:15.0,49.37,6.83,1,2.6,2.1,2.6
2004-06-14,17:55:25.0,49.31,6.73,1,2.3,unknown,BCSF,,,,,,17:55:25.0,49.31,6.73,1,2.3,,,,,,17:55:24.0,49.36,6.87,1,2.3,1.8,2.3
2004-07-22,20:48:56.0,49.31,6.9,1,2.3,unknown,BCSF,,,,,,20:48:56.0,49.31,6.9,1,2.3,,,,,,20:48:55.0,49.38,6.95,1,2.3,1.8,2.3
2004-08-11,08:14:33.0,49.29,6.84,1,2.5,unknown,BCSF,,,,,,08:14:33.0,49.29,6.84,1,2.5,08:14:31.0,49.37,6.82,1,2.5,08:14:31.0,49.4,6.85,1,2.8,2.3,2.8
2004-08-16,20:10:27.0,49.27,6.87,1,2.2,unknown,BCSF,,,,,,20:10:27.0,49.27,6.87,1,2.2,,,,,,20:10:25.0,49.4,6.92,1,2.2,1.7,2.2
2004-09-02,20:28:15.0,49.28,6.93,1,2.3,unknown,BCSF,,,,,,20:28:15.0,49.28,6.93,1,2.3,,,,,,20:28:14.0,49.35,6.97,1,2.3,1.8,2.3
2004-09-02,23:15:30.0,49.29,6.91,1,2.3,unknown,BCSF,,,,,,23:15:30.0,49.29,6.91,1,2.3,,,,,,23:15:29.0,49.36,6.97,1,2.3,1.8,2.3
2004-09-03,03:05:13.0,49.3,6.92,1,2.2,unknown,BCSF,,,,,,03:05:13.0,49.3,6.92,1,2.2,,,,,,03:05:12.0,49.37,6.96,1,2.2,1.7,2.2
2004-09-03,11:05:48.0,49.28,6.91,1,2.7,unknown,BCSF,,,,,,11:05:48.0,49.28,6.91,1,2.7,,,,,,11:05:47.0,49.38,6.91,1,2.7,2.2,2.7
2004-09-11,04:47:55.0,49.27,6.89,1,2.5,unknown,BCSF,,,,,,04:47:55.0,49.27,6.89,1,2.5,,,,,,04:47:53.0,49.36,6.93,1,2.5,2.0,2.5
2004-09-12,05:35:01.0,49.29,6.89,1,2.5,unknown,BCSF,,,,,,05:35:01.0,49.29,6.89,1,2.5,,,,,,05:34:59.0,49.41,6.9,1,2.5,2.0,2.5
2004-09-14,21:03:15.0,48.97,7.72,5,2,unknown,BCSF,,,,,,21:03:15.0,48.97,7.72,5,2,21:03:15.0,48.93,7.83,5,2,21:03:14.0,48.96,7.83,9,2.2,1.9,2.4
2004-09-15,07:02:30.0,48.98,7.71,5,2.2,unknown,BCSF,,,,,,07:02:30.0,48.98,7.71,5,2.2,07:02:30.0,48.93,7.85,5,2.2,07:02:30.0,48.93,7.83,9,2.6,2.1,2.6
2004-09-15,21:18:25.0,49.3,6.93,1,2.6,unknown,BCSF,,,,,,21:18:25.0,49.3,6.93,1,2.6,,,,,,21:18:24.0,49.36,6.95,1,2.6,2.1,2.6
2004-09-16,16:19:58.0,49.27,6.91,1,2.7,unknown,BCSF,,,,,,16:19:58.0,49.27,6.91,1,2.7,,,,,,16:19:56.0,49.38,6.91,1,2.7,2.2,2.7
2004-10-08,19:22:54.0,48.99,5.6,5,2.3,unknown,BCSF,,,,,,19:22:54.0,48.99,5.6,5,2.3,,,,,,19:22:55.0,48.98,5.59,3,2.3,1.8,2.3
2004-11-06,03:33:05.0,48.7,6.15,5,1.6,unknown,BCSF,,,,,,03:33:05.0,48.7,6.15,5,1.6,,,,,,03:33:05.0,48.73,6.17,2,1.6,1.2,1.6
2004-11-19,21:00:11.0,48.68,6.28,10,1.9,unknown,BCSF,,,,,,21:00:11.0,48.68,6.28,10,1.9,,,,,,21:00:11.0,48.71,6.29,2,1.9,1.5,1.9
2004-11-21,04:19:45.0,49.29,6.86,1,2.2,unknown,BCSF,,,,,,04:19:45.0,49.29,6.86,1,2.2,,,,,,04:19:44.0,49.39,6.92,1,2.2,1.7,2.2
2004-11-21,20:42:05.0,49.28,6.86,1,2.3,unknown,BCSF,,,,,,20:42:05.0,49.28,6.86,1,2.3,,,,,,20:42:03.0,49.39,6.93,1,2.3,1.8,2.3
